Date,Open,High,Low,Close,Gain,Volume,Adj Close
2016-03-30T00:00:00Z,4875.459961,4899.140137,4859.350098,4869.290039,Loss,1717820000,4869.290039
2016-03-29T00:00:00Z,4756.549805,4849.310059,4749.779785,4846.620117,Gain,1806490000,4846.620117
2016-03-28T00:00:00Z,4785.25,4787.390137,4760.009766,4766.790039,Loss,1381000000,4766.790039
2016-03-24T00:00:00Z,4743.359863,4773.5,4734.77002,4773.5,Gain,1590990000,4773.5
2016-03-23T00:00:00Z,4813.870117,4816.669922,4765.370117,4768.859863,Loss,1732630000,4768.859863
2016-03-22T00:00:00Z,4783.600098,4835.600098,4781.709961,4821.660156,Gain,1596200000,4821.660156
2016-03-21T00:00:00Z,4787.310059,4814.850098,4785.379883,4808.870117,Gain,1609230000,4808.870117
2016-03-18T00:00:00Z,4784.629883,4804.580078,4772.410156,4795.649902,Gain,2829040000,4795.649902
2016-03-17T00:00:00Z,4752.620117,4788.089844,4737.970215,4774.990234,Gain,1907190000,4774.990234
2016-03-16T00:00:00Z,4717.879883,4774.779785,4716.450195,4763.970215,Gain,1781060000,4763.970215
2016-03-15T00:00:00Z,4731.140137,4735.27002,4712.069824,4728.669922,Loss,1692420000,4728.669922
2016-03-14T00:00:00Z,4733.390137,4762.27002,4731.509766,4750.279785,Gain,1615100000,4750.279785
2016-03-11T00:00:00Z,4712.379883,4748.790039,4700.910156,4748.470215,Gain,1801790000,4748.470215
2016-03-10T00:00:00Z,4691.200195,4716.140137,4607.990234,4662.160156,Loss,1936470000,4662.160156
2016-03-09T00:00:00Z,4666.419922,4676.470215,4642.419922,4674.379883,Gain,1789550000,4674.379883
2016-03-08T00:00:00Z,4676.220215,4695.040039,4642.859863,4648.819824,Loss,1993060000,4648.819824
2016-03-07T00:00:00Z,4690.879883,4731.189941,4674.819824,4708.25,Gain,2084390000,4708.25
2016-03-04T00:00:00Z,4715.759766,4746.649902,4687.939941,4717.02002,Gain,2171230000,4717.02002
2016-03-03T00:00:00Z,4698.379883,4707.720215,4674.459961,4707.419922,Gain,1936290000,4707.419922
2016-03-02T00:00:00Z,4683.799805,4703.580078,4665.930176,4703.419922,Gain,1912510000,4703.419922
2016-03-01T00:00:00Z,4596.009766,4689.600098,4581.75,4689.600098,Gain,2080150000,4689.600098
2016-02-29T00:00:00Z,4585.299805,4619.899902,4557.459961,4557.950195,Loss,2065260000,4557.950195
2016-02-26T00:00:00Z,4615.140137,4618.850098,4580.779785,4590.470215,Loss,1814920000,4590.470215
2016-02-25T00:00:00Z,4554.72998,4582.200195,4516.890137,4582.200195,Gain,1667840000,4582.200195
2016-02-24T00:00:00Z,4453.930176,4547.640137,4425.720215,4542.609863,Gain,1978180000,4542.609863
2016-02-23T00:00:00Z,4550.049805,4558.060059,4500.939941,4503.580078,Loss,1777750000,4503.580078
2016-02-22T00:00:00Z,4548.310059,4576.470215,4546.549805,4570.609863,Gain,1794020000,4570.609863
2016-02-19T00:00:00Z,4464.669922,4513.149902,4455.100098,4504.430176,Gain,1903770000,4504.430176
2016-02-18T00:00:00Z,4548.100098,4548.470215,4482.77002,4487.540039,Loss,1955870000,4487.540039
2016-02-17T00:00:00Z,4471.660156,4540.779785,4463.509766,4534.060059,Gain,2296440000,4534.060059
2016-02-16T00:00:00Z,4397.950195,4435.959961,4376.52002,4435.959961,Gain,2117920000,4435.959961
2016-02-12T00:00:00Z,4307.290039,4340.129883,4274.149902,4337.509766,Gain,1983190000,4337.509766
2016-02-11T00:00:00Z,4218.810059,4293.220215,4209.759766,4266.839844,Gain,2812330000,4266.839844
2016-02-10T00:00:00Z,4318.279785,4369.620117,4280.72998,4283.589844,Loss,2448380000,4283.589844
2016-02-09T00:00:00Z,4224.870117,4329.609863,4222.47998,4268.759766,Gain,2465790000,4268.759766
2016-02-08T00:00:00Z,4288.02002,4301.529785,4212.810059,4283.75,Loss,2702070000,4283.75
2016-02-05T00:00:00Z,4491.47998,4493.189941,4350.370117,4363.140137,Loss,2489280000,4363.140137
2016-02-04T00:00:00Z,4492.47998,4545.52002,4463.990234,4509.560059,Gain,2200930000,4509.560059
2016-02-03T00:00:00Z,4543.819824,4547.319824,4424.470215,4504.240234,Loss,2466190000,4504.240234
2016-02-02T00:00:00Z,4588.689941,4589.899902,4503.120117,4516.950195,Loss,2185180000,4516.950195
2016-02-01T00:00:00Z,4587.589844,4636.930176,4565.370117,4620.370117,Gain,1983340000,4620.370117
2016-01-29T00:00:00Z,4512.089844,4613.950195,4511.299805,4613.950195,Gain,2617550000,4613.950195
2016-01-28T00:00:00Z,4533.810059,4533.810059,4447.5,4506.680176,Loss,2322310000,4506.680176
2016-01-27T00:00:00Z,4548.870117,4568.850098,4450.830078,4468.169922,Loss,2115710000,4468.169922
2016-01-26T00:00:00Z,4537.040039,4583.209961,4503.529785,4567.669922,Gain,1981180000,4567.669922
2016-01-25T00:00:00Z,4574.589844,4590.439941,4514.779785,4518.490234,Loss,2028880000,4518.490234
2016-01-22T00:00:00Z,4557.390137,4591.180176,4540.27002,4591.180176,Gain,2153340000,4591.180176
2016-01-21T00:00:00Z,4480.700195,4537.149902,4432.02002,4472.060059,Loss,2447750000,4472.060059
2016-01-20T00:00:00Z,4405.220215,4514.919922,4313.390137,4471.689941,Gain,3204130000,4471.689941
2016-01-19T00:00:00Z,4548.049805,4550.569824,4430.77002,4476.950195,Loss,2394550000,4476.950195
2016-01-15T00:00:00Z,4464.370117,4520.450195,4419.410156,4488.419922,Gain,2818630000,4488.419922
2016-01-14T00:00:00Z,4545.370117,4650.549805,4470.589844,4615,Gain,2565560000,4615
2016-01-13T00:00:00Z,4706.02002,4713.97998,4517.560059,4526.060059,Loss,2533200000,4526.060059
2016-01-12T00:00:00Z,4681.540039,4714.799805,4618.029785,4685.919922,Gain,2147470000,4685.919922
2016-01-11T00:00:00Z,4673.439941,4683.02002,4573.779785,4637.990234,Loss,2391110000,4637.990234
2016-01-08T00:00:00Z,4722.02002,4742.569824,4637.850098,4643.629883,Loss,2288750000,4643.629883
2016-01-07T00:00:00Z,4736.399902,4788.02002,4688.169922,4689.430176,Loss,2552590000,4689.430176
2016-01-06T00:00:00Z,4813.759766,4866.040039,4804.689941,4835.759766,Gain,2168620000,4835.759766
2016-01-05T00:00:00Z,4917.839844,4926.72998,4872.740234,4891.430176,Loss,1927380000,4891.430176
2016-01-04T00:00:00Z,4897.649902,4903.089844,4846.97998,4903.089844,Gain,2218420000,4903.089844
2015-12-31T00:00:00Z,5047.040039,5058.060059,5007.009766,5007.410156,Loss,1437480000,5007.410156
2015-12-30T00:00:00Z,5101.180176,5102.350098,5065.680176,5065.850098,Loss,1247530000,5065.850098
2015-12-29T00:00:00Z,5066.52002,5116.990234,5065.890137,5107.939941,Gain,1383470000,5107.939941
2015-12-28T00:00:00Z,5032.290039,5041.27002,4999.069824,5040.990234,Gain,1310650000,5040.990234
2015-12-24T00:00:00Z,5046.189941,5063.279785,5043.649902,5048.490234,Gain,706880000,5048.490234
2015-12-23T00:00:00Z,5025.549805,5046.089844,5020.439941,5045.930176,Gain,1591490000,5045.930176
2015-12-22T00:00:00Z,4988.680176,5007.77002,4964.080078,5001.109863,Gain,1556670000,5001.109863
2015-12-21T00:00:00Z,4957.529785,4968.919922,4928.930176,4968.919922,Gain,1673400000,4968.919922
2015-12-18T00:00:00Z,4982.580078,4996.490234,4921.330078,4923.080078,Loss,3765210000,4923.080078
2015-12-17T00:00:00Z,5087.169922,5088.580078,5002.549805,5002.549805,Loss,1897220000,5002.549805
2015-12-16T00:00:00Z,5033.47998,5078.990234,4992.629883,5071.129883,Gain,2036610000,5071.129883
2015-12-15T00:00:00Z,4991.209961,5026.540039,4986.990234,4995.359863,Gain,2054710000,4995.359863
2015-12-14T00:00:00Z,4932.609863,4953.600098,4871.589844,4952.22998,Gain,2216060000,4952.22998
2015-12-11T00:00:00Z,4979.77002,4996.189941,4928.669922,4933.470215,Loss,2084950000,4933.470215
2015-12-10T00:00:00Z,5026.299805,5075.649902,5019.310059,5045.169922,Gain,1746520000,5045.169922
2015-12-09T00:00:00Z,5077.209961,5106.370117,5000.120117,5022.870117,Loss,2003450000,5022.870117
2015-12-08T00:00:00Z,5050.52002,5111.72998,5045.72998,5098.240234,Gain,1871450000,5098.240234
2015-12-07T00:00:00Z,5139.459961,5139.779785,5082.22998,5101.810059,Loss,1952690000,5101.810059
2015-12-04T00:00:00Z,5050.930176,5147,5043.490234,5142.27002,Gain,1897490000,5142.27002
2015-12-03T00:00:00Z,5143.160156,5144.600098,5011.720215,5037.529785,Loss,2088100000,5037.529785
2015-12-02T00:00:00Z,5158.819824,5176.77002,5117.149902,5123.220215,Loss,2060340000,5123.220215
2015-12-01T00:00:00Z,5129.640137,5156.310059,5120.169922,5156.310059,Gain,2035570000,5156.310059
2015-11-30T00:00:00Z,5139.580078,5141.359863,5098.700195,5108.669922,Loss,2223880000,5108.669922
2015-11-27T00:00:00Z,5121.930176,5134.350098,5108.509766,5127.52002,Gain,781730000,5127.52002
2015-11-25T00:00:00Z,5106.870117,5124.089844,5101.180176,5116.140137,Gain,1539300000,5116.140137
2015-11-24T00:00:00Z,5070.660156,5110.75,5050.140137,5102.810059,Gain,1956920000,5102.810059
2015-11-23T00:00:00Z,5106.720215,5128.080078,5084.850098,5102.47998,Loss,1668280000,5102.47998
2015-11-20T00:00:00Z,5096.959961,5112.459961,5094.319824,5104.919922,Gain,1766630000,5104.919922
2015-11-19T00:00:00Z,5078.669922,5092.459961,5067.27002,5073.640137,Loss,1794110000,5073.640137
2015-11-18T00:00:00Z,5004.600098,5078.799805,5001.669922,5075.200195,Gain,2017390000,5075.200195
2015-11-17T00:00:00Z,4991.709961,5023.450195,4975.740234,4986.02002,Loss,1861710000,4986.02002
2015-11-16T00:00:00Z,4916.140137,4984.910156,4908.660156,4984.620117,Gain,1819190000,4984.620117
2015-11-13T00:00:00Z,4980.859863,4989.060059,4925.350098,4927.879883,Loss,2001050000,4927.879883
2015-11-12T00:00:00Z,5043.100098,5062.490234,5004.459961,5005.080078,Loss,1820930000,5005.080078
2015-11-11T00:00:00Z,5098.129883,5111.189941,5066.680176,5067.02002,Loss,1672340000,5067.02002
2015-11-10T00:00:00Z,5068.549805,5086.879883,5051.220215,5083.240234,Gain,1906120000,5083.240234
2015-11-09T00:00:00Z,5128.939941,5133.439941,5066.100098,5095.299805,Loss,1850770000,5095.299805
2015-11-06T00:00:00Z,5124.040039,5147.120117,5092.870117,5147.120117,Gain,2066430000,5147.120117
2015-11-05T00:00:00Z,5144.149902,5154.859863,5098.490234,5127.740234,Loss,2054490000,5127.740234
2015-11-04T00:00:00Z,5155.620117,5162.569824,5122.779785,5142.47998,Loss,2096110000,5142.47998
2015-11-03T00:00:00Z,5114.310059,5163.470215,5109.680176,5145.129883,Gain,2028630000,5145.129883
2015-11-02T00:00:00Z,5065.640137,5130.509766,5061.470215,5127.149902,Gain,1888180000,5127.149902
2015-10-30T00:00:00Z,5079.759766,5085.220215,5053.75,5053.75,Loss,2016390000,5053.75
2015-10-29T00:00:00Z,5071.040039,5084.629883,5066.890137,5074.27002,Gain,1928310000,5074.27002
2015-10-28T00:00:00Z,5040.379883,5095.689941,5019.600098,5095.689941,Gain,2141130000,5095.689941
2015-10-27T00:00:00Z,5018.990234,5040.080078,5009.069824,5030.149902,Gain,1986840000,5030.149902
2015-10-26T00:00:00Z,5030.799805,5045.160156,5012.740234,5034.700195,Gain,1758690000,5034.700195
2015-10-23T00:00:00Z,5024.379883,5048.549805,4999.540039,5031.859863,Gain,2178270000,5031.859863
2015-10-22T00:00:00Z,4875.959961,4926.990234,4861.799805,4920.049805,Gain,2156040000,4920.049805
2015-10-21T00:00:00Z,4903.97998,4904.850098,4836.459961,4840.120117,Loss,1895390000,4840.120117
2015-10-20T00:00:00Z,4900.02002,4909.370117,4866.600098,4880.970215,Loss,1711700000,4880.970215
2015-10-19T00:00:00Z,4873.540039,4915.490234,4865.830078,4905.470215,Gain,1619920000,4905.470215
2015-10-16T00:00:00Z,4872.359863,4886.950195,4851.279785,4886.689941,Gain,1855290000,4886.689941
2015-10-15T00:00:00Z,4799.430176,4870.100098,4795.290039,4870.100098,Gain,1942900000,4870.100098
2015-10-14T00:00:00Z,4801.350098,4820.089844,4771.620117,4782.850098,Loss,1902460000,4782.850098
2015-10-13T00:00:00Z,4809.240234,4858.279785,4793.919922,4796.609863,Loss,1565060000,4796.609863
2015-10-12T00:00:00Z,4839.790039,4846.740234,4818.169922,4838.640137,Loss,1343820000,4838.640137
2015-10-09T00:00:00Z,4817.279785,4841.379883,4804.589844,4830.470215,Gain,1804260000,4830.470215
2015-10-08T00:00:00Z,4775.060059,4819.069824,4737.930176,4810.790039,Gain,1984230000,4810.790039
2015-10-07T00:00:00Z,4775.049805,4791.149902,4728.709961,4791.149902,Gain,2149890000,4791.149902
2015-10-06T00:00:00Z,4767.629883,4783.370117,4711.790039,4748.359863,Loss,2085020000,4748.359863
2015-10-05T00:00:00Z,4742.129883,4785.910156,4740.240234,4781.259766,Gain,2005320000,4781.259766
2015-10-02T00:00:00Z,4566.129883,4707.779785,4552.339844,4707.779785,Gain,2183320000,4707.779785
2015-10-01T00:00:00Z,4624.459961,4628.22998,4559.209961,4627.080078,Gain,2133990000,4627.080078
2015-09-30T00:00:00Z,4574.379883,4620.160156,4559.180176,4620.160156,Gain,2398350000,4620.160156
2015-09-29T00:00:00Z,4551.040039,4596.060059,4487.060059,4517.319824,Loss,2293450000,4517.319824
2015-09-28T00:00:00Z,4665.060059,4665.209961,4529.410156,4543.970215,Loss,2387610000,4543.970215
2015-09-25T00:00:00Z,4782.410156,4785.220215,4659.47998,4686.5,Loss,2050530000,4686.5
2015-09-24T00:00:00Z,4717.890137,4746.209961,4670.120117,4734.47998,Gain,1995820000,4734.47998
2015-09-23T00:00:00Z,4764.689941,4780.640137,4735.129883,4752.740234,Loss,1606330000,4752.740234
2015-09-22T00:00:00Z,4762.290039,4776.279785,4716.910156,4756.720215,Loss,2042880000,4756.720215
2015-09-21T00:00:00Z,4851.97998,4881.459961,4795.910156,4828.950195,Loss,2021530000,4828.950195
2015-09-18T00:00:00Z,4828.709961,4878.709961,4819.089844,4827.22998,Loss,3272150000,4827.22998
2015-09-17T00:00:00Z,4884.109863,4960.870117,4880.5,4893.950195,Gain,1891510000,4893.950195
2015-09-16T00:00:00Z,4860.430176,4893.439941,4848.149902,4889.240234,Gain,1666380000,4889.240234
2015-09-15T00:00:00Z,4819.319824,4872.350098,4802.089844,4860.52002,Gain,1587460000,4860.52002
2015-09-14T00:00:00Z,4831.97998,4832,4791.080078,4805.759766,Loss,1467740000,4805.759766
2015-09-11T00:00:00Z,4770.72998,4822.339844,4763.149902,4822.339844,Gain,1686190000,4822.339844
2015-09-10T00:00:00Z,4749.959961,4826.330078,4746.52002,4796.25,Gain,1845770000,4796.25
2015-09-09T00:00:00Z,4856.27002,4862.879883,4746.72998,4756.529785,Loss,1963750000,4756.529785
2015-09-08T00:00:00Z,4769.720215,4815.040039,4754.890137,4811.930176,Gain,1765600000,4811.930176
2015-09-04T00:00:00Z,4670.350098,4712.669922,4657.819824,4683.919922,Gain,1574720000,4683.919922
2015-09-03T00:00:00Z,4763.100098,4800.180176,4721.910156,4733.5,Loss,1803320000,4733.5
2015-09-02T00:00:00Z,4704.419922,4749.97998,4659.410156,4749.97998,Gain,1929080000,4749.97998
2015-09-01T00:00:00Z,4673.609863,4722.129883,4614.910156,4636.100098,Loss,2253750000,4636.100098
2015-08-31T00:00:00Z,4798.680176,4824.609863,4763.419922,4776.509766,Loss,1839010000,4776.509766
2015-08-28T00:00:00Z,4792.109863,4836.779785,4788.379883,4828.319824,Gain,1936540000,4828.319824
2015-08-27T00:00:00Z,4761.049805,4818.709961,4721.790039,4812.709961,Gain,2368880000,4812.709961
2015-08-26T00:00:00Z,4633.509766,4703.970215,4530.029785,4697.540039,Gain,2631660000,4697.540039
2015-08-25T00:00:00Z,4687.27002,4689.540039,4506.100098,4506.490234,Loss,2612800000,4506.490234
2015-08-24T00:00:00Z,4351.609863,4694.899902,4292.140137,4526.25,Gain,3508840000,4526.25
2015-08-21T00:00:00Z,4801.040039,4856.75,4706.040039,4706.040039,Loss,2768540000,4706.040039
2015-08-20T00:00:00Z,4973.490234,4986.509766,4877.490234,4877.490234,Loss,2087000000,4877.490234
2015-08-19T00:00:00Z,5039.029785,5060.930176,4992.850098,5019.049805,Loss,1785420000,5019.049805
2015-08-18T00:00:00Z,5082.169922,5085.140137,5054.970215,5059.350098,Loss,1501540000,5059.350098
2015-08-17T00:00:00Z,5032.339844,5092.689941,5022.419922,5091.700195,Gain,1510790000,5091.700195
2015-08-14T00:00:00Z,5025.919922,5051.890137,5012.609863,5048.240234,Gain,1487630000,5048.240234
2015-08-13T00:00:00Z,5050.939941,5071.459961,5029.609863,5033.560059,Loss,1632340000,5033.560059
2015-08-12T00:00:00Z,4994.52002,5055.75,4945.790039,5044.390137,Gain,2089460000,5044.390137
2015-08-11T00:00:00Z,5069.160156,5089.330078,5013.450195,5036.790039,Loss,1912340000,5036.790039
2015-08-10T00:00:00Z,5081.720215,5112.470215,5081.109863,5101.799805,Gain,1784930000,5101.799805
2015-08-07T00:00:00Z,5043.970215,5055.560059,5006.149902,5043.540039,Loss,2008360000,5043.540039
2015-08-06T00:00:00Z,5146.629883,5149.930176,5035.410156,5056.439941,Loss,2290950000,5056.439941
2015-08-05T00:00:00Z,5132.77002,5175.259766,5131.859863,5139.939941,Gain,2041490000,5139.939941
2015-08-04T00:00:00Z,5110.959961,5125.899902,5092.459961,5105.549805,Loss,1819700000,5105.549805
2015-08-03T00:00:00Z,5134.339844,5143.080078,5082.319824,5115.379883,Loss,1790080000,5115.379883
2015-07-31T00:00:00Z,5148.180176,5155.02002,5122.370117,5128.279785,Loss,1926360000,5128.279785
2015-07-30T00:00:00Z,5100.299805,5135.649902,5070.620117,5128.779785,Gain,1908480000,5128.779785
2015-07-29T00:00:00Z,5097.859863,5117.839844,5080.040039,5111.72998,Gain,1890350000,5111.72998
2015-07-28T00:00:00Z,5063.439941,5097.689941,5025.609863,5089.209961,Gain,2025110000,5089.209961
2015-07-27T00:00:00Z,5055.919922,5072.879883,5032.689941,5039.779785,Loss,1942520000,5039.779785
2015-07-24T00:00:00Z,5166.910156,5167.540039,5084.509766,5088.629883,Loss,2004380000,5088.629883
2015-07-23T00:00:00Z,5180.330078,5197,5137.640137,5146.410156,Loss,2003310000,5146.410156
2015-07-22T00:00:00Z,5146.029785,5184.740234,5145.779785,5171.77002,Gain,2035730000,5171.77002
2015-07-21T00:00:00Z,5219.200195,5229,5196.299805,5208.120117,Loss,1774570000,5208.120117
2015-07-20T00:00:00Z,5223.180176,5231.939941,5201.490234,5218.859863,Loss,1814180000,5218.859863
2015-07-17T00:00:00Z,5196.109863,5210.160156,5183.22998,5210.140137,Gain,1854450000,5210.140137
2015-07-16T00:00:00Z,5138.180176,5163.180176,5128.560059,5163.180176,Gain,1823530000,5163.180176
2015-07-15T00:00:00Z,5111.109863,5125.319824,5088.120117,5098.939941,Loss,1691350000,5098.939941
2015-07-14T00:00:00Z,5077.120117,5116.52002,5075.120117,5104.890137,Gain,1682660000,5104.890137
2015-07-13T00:00:00Z,5037.27002,5074.810059,5036.680176,5071.509766,Gain,1694140000,5071.509766
2015-07-10T00:00:00Z,4981.240234,5008.049805,4966.509766,4997.700195,Gain,1590230000,4997.700195
2015-07-09T00:00:00Z,4976.149902,4982.189941,4920.399902,4922.399902,Loss,1861600000,4922.399902
2015-07-08T00:00:00Z,4953.97998,4965.450195,4901.509766,4909.759766,Loss,1931520000,4909.759766
2015-07-07T00:00:00Z,4993.759766,5001.990234,4902.209961,4997.459961,Gain,2132080000,4997.459961
2015-07-06T00:00:00Z,4963.799805,5020.709961,4960.930176,4991.939941,Gain,1741500000,4991.939941
2015-07-02T00:00:00Z,5024.299805,5027.470215,4990.740234,5009.209961,Loss,1490810000,5009.209961
2015-07-01T00:00:00Z,5029.049805,5038.549805,4994.459961,5013.120117,Loss,1814560000,5013.120117
2015-06-30T00:00:00Z,5000.149902,5008.759766,4968.259766,4986.870117,Loss,2034430000,4986.870117
2015-06-29T00:00:00Z,5021.209961,5051.009766,4956.22998,4958.470215,Loss,2025580000,4958.470215
2015-06-26T00:00:00Z,5113.259766,5121.470215,5060.819824,5080.509766,Loss,3843810000,5080.509766
2015-06-25T00:00:00Z,5139.47998,5141.709961,5102.160156,5112.189941,Loss,1614760000,5112.189941
2015-06-24T00:00:00Z,5151.379883,5164.359863,5121.640137,5122.410156,Loss,1628800000,5122.410156
2015-06-23T00:00:00Z,5161.680176,5163.410156,5139.330078,5160.089844,Loss,1613540000,5160.089844
2015-06-22T00:00:00Z,5147.870117,5162.129883,5142.779785,5153.970215,Gain,1619970000,5153.970215
2015-06-19T00:00:00Z,5139.77002,5140.169922,5113.939941,5117,Loss,2468310000,5117
2015-06-18T00:00:00Z,5082.060059,5143.319824,5082.029785,5132.950195,Gain,1877920000,5132.950195
2015-06-17T00:00:00Z,5067.680176,5080.109863,5042.25,5064.879883,Loss,1712820000,5064.879883
2015-06-16T00:00:00Z,5023.580078,5063.060059,5022.560059,5055.549805,Gain,1654820000,5055.549805
2015-06-15T00:00:00Z,5011.790039,5035.370117,4985.939941,5029.970215,Gain,1790280000,5029.970215
2015-06-12T00:00:00Z,5060.240234,5067.959961,5043.240234,5051.100098,Loss,1428900000,5051.100098
2015-06-11T00:00:00Z,5088.259766,5101.390137,5075.049805,5082.509766,Loss,1623950000,5082.509766
2015-06-10T00:00:00Z,5029.410156,5086.660156,5024.169922,5076.689941,Gain,1792980000,5076.689941
2015-06-09T00:00:00Z,5013.129883,5027.02002,4974.620117,5013.870117,Gain,1754340000,5013.870117
2015-06-08T00:00:00Z,5066.649902,5069,5014.060059,5021.629883,Loss,1712210000,5021.629883
2015-06-05T00:00:00Z,5057.040039,5074.97998,5025.52002,5068.459961,Gain,1842890000,5068.459961
2015-06-04T00:00:00Z,5078.220215,5101.109863,5046.290039,5059.120117,Loss,1813960000,5059.120117
2015-06-03T00:00:00Z,5098.47998,5114.600098,5084.990234,5099.22998,Gain,1852680000,5099.22998
2015-06-02T00:00:00Z,5063.470215,5100.02002,5047.350098,5076.52002,Gain,1729750000,5076.52002
2015-06-01T00:00:00Z,5094.939941,5099.009766,5045.669922,5082.930176,Loss,1902120000,5082.930176
2015-05-29T00:00:00Z,5093.100098,5099.399902,5057.589844,5070.029785,Loss,2024170000,5070.029785
2015-05-28T00:00:00Z,5096.339844,5106.649902,5080.25,5097.97998,Gain,1741420000,5097.97998
2015-05-27T00:00:00Z,5047.859863,5111.540039,5039.370117,5106.589844,Gain,1809550000,5106.589844
2015-05-26T00:00:00Z,5076.910156,5081.169922,5016.740234,5032.75,Loss,1731950000,5032.75
2015-05-22T00:00:00Z,5085.390137,5103.839844,5085.189941,5089.359863,Gain,1544920000,5089.359863
2015-05-21T00:00:00Z,5065.939941,5098.22998,5062.509766,5090.790039,Gain,1683670000,5090.790039
2015-05-20T00:00:00Z,5072.439941,5097.52002,5050.209961,5071.740234,Loss,1786830000,5071.740234
2015-05-19T00:00:00Z,5080.439941,5087.350098,5062.799805,5070.029785,Loss,1750980000,5070.029785
2015-05-18T00:00:00Z,5040.919922,5084.5,5037.540039,5078.439941,Gain,1643870000,5078.439941
2015-05-15T00:00:00Z,5059.149902,5062.649902,5034.839844,5048.290039,Loss,1667260000,5048.290039
2015-05-14T00:00:00Z,5016.680176,5051.720215,4999.649902,5050.799805,Gain,1741970000,5050.799805
2015-05-13T00:00:00Z,4991.419922,5012.970215,4977.490234,4981.689941,Loss,1672260000,4981.689941
2015-05-12T00:00:00Z,4966.439941,4995.5,4931.600098,4976.189941,Gain,1705870000,4976.189941
2015-05-11T00:00:00Z,5003.259766,5017.379883,4992.02002,4993.569824,Loss,1731390000,4993.569824
2015-05-08T00:00:00Z,4991.629883,5014.330078,4989.259766,5003.549805,Gain,1978760000,5003.549805
2015-05-07T00:00:00Z,4917.75,4957.120117,4914.529785,4945.540039,Gain,2042960000,4945.540039
2015-05-06T00:00:00Z,4956.700195,4965.100098,4888.169922,4919.640137,Loss,2144620000,4919.640137
2015-05-05T00:00:00Z,5000.200195,5008.27002,4934.339844,4939.330078,Loss,2069490000,4939.330078
2015-05-04T00:00:00Z,5018.350098,5043.620117,5013.02002,5016.930176,Loss,1668200000,5016.930176
2015-05-01T00:00:00Z,4966.319824,5005.390137,4962.740234,5005.390137,Gain,1854400000,5005.390137
2015-04-30T00:00:00Z,4996.990234,5015.959961,4921.549805,4941.419922,Loss,2269290000,4941.419922
2015-04-29T00:00:00Z,5028.450195,5053.839844,4999.830078,5023.640137,Loss,1871300000,5023.640137
2015-04-28T00:00:00Z,5063.259766,5075.299805,5006.279785,5055.419922,Loss,2032500000,5055.419922
2015-04-27T00:00:00Z,5104.359863,5119.830078,5053.540039,5060.25,Loss,2172470000,5060.25
2015-04-24T00:00:00Z,5096.339844,5100.370117,5081.209961,5092.080078,Loss,1895150000,5092.080078
2015-04-23T00:00:00Z,5020.220215,5073.089844,5019.290039,5056.060059,Gain,1858620000,5056.060059
2015-04-22T00:00:00Z,5026.569824,5040.649902,4992.620117,5035.169922,Gain,1696380000,5035.169922
2015-04-21T00:00:00Z,5023.959961,5028.220215,5009.509766,5014.100098,Loss,1721260000,5014.100098
2015-04-20T00:00:00Z,4958.069824,5000.200195,4952.680176,4994.600098,Gain,1646340000,4994.600098
2015-04-17T00:00:00Z,4966.109863,4974.089844,4912.330078,4931.810059,Loss,1985190000,4931.810059
2015-04-16T00:00:00Z,4999.359863,5016,4996,5007.790039,Gain,1662850000,5007.790039
2015-04-15T00:00:00Z,4992.620117,5021.189941,4989.240234,5011.02002,Gain,1795530000,5011.02002
2015-04-14T00:00:00Z,4988.819824,4996.819824,4952.009766,4977.290039,Loss,1571360000,4977.290039
2015-04-13T00:00:00Z,5001.549805,5024.25,4985.959961,4988.25,Loss,1544190000,4988.25
2015-04-10T00:00:00Z,4977.029785,4996.080078,4970.02002,4995.97998,Gain,1494240000,4995.97998
2015-04-09T00:00:00Z,4950.839844,4975.930176,4928.109863,4974.560059,Gain,1729750000,4974.560059
2015-04-08T00:00:00Z,4914.149902,4956.720215,4914.149902,4950.819824,Gain,1714210000,4950.819824
2015-04-07T00:00:00Z,4917.5,4948.879883,4909.77002,4910.22998,Loss,1572940000,4910.22998
2015-04-06T00:00:00Z,4855.939941,4929.620117,4852.910156,4917.319824,Gain,1737560000,4917.319824
2015-04-02T00:00:00Z,4885.410156,4901.330078,4872.959961,4886.939941,Gain,1563670000,4886.939941
2015-04-01T00:00:00Z,4894.359863,4899.379883,4844.390137,4880.22998,Loss,1874960000,4880.22998
2015-03-31T00:00:00Z,4925.910156,4940.870117,4899.310059,4900.879883,Loss,1837660000,4900.879883
2015-03-30T00:00:00Z,4921.779785,4948.459961,4921.120117,4947.439941,Gain,1778520000,4947.439941
2015-03-27T00:00:00Z,4863.740234,4899.259766,4859.660156,4891.220215,Gain,1678650000,4891.220215
2015-03-26T00:00:00Z,4835.709961,4889.209961,4825.930176,4863.359863,Gain,2004960000,4863.359863
2015-03-25T00:00:00Z,5002.830078,5006.759766,4876.52002,4876.52002,Loss,2219520000,4876.52002
2015-03-24T00:00:00Z,5010.100098,5032.47998,4994.560059,4994.72998,Loss,1611670000,4994.72998
2015-03-23T00:00:00Z,5020.600098,5031.390137,5010.970215,5010.970215,Loss,1608880000,5010.970215
2015-03-20T00:00:00Z,5033.470215,5042.140137,5020.069824,5026.419922,Loss,2825670000,5026.419922
2015-03-19T00:00:00Z,4982.02002,5000.02002,4979.939941,4992.379883,Gain,1674970000,4992.379883
